,Year,Dist Name,Crop,Area(1000 ha),Production(1000 tons),Yield(Kg per ha),Total Rainfall,Avg Temp
57065,2009,Yeotmal,KHARIF SORGHUM,71.6,37.55,524.44,388.7,23.04
57068,2009,Yeotmal,PEARL MILLET,1.5,1.1,733.33,388.7,23.04
57069,2009,Yeotmal,MAIZE,1.1,2.44,2218.18,388.7,23.04
57070,2009,Yeotmal,FINGER MILLET,0.0,0.0,0.0,388.7,23.04
57073,2009,Yeotmal,PIGEONPEA,103.8,71.6,689.79,388.7,23.04
57074,2009,Yeotmal,MINOR PULSES,23.15,5.71,246.65,388.7,23.04
57075,2009,Yeotmal,GROUNDNUT,1.2,1.67,1391.67,388.7,23.04
57076,2009,Yeotmal,SESAMUM,1.1,0.23,209.09,388.7,23.04
57081,2009,Yeotmal,SUNFLOWER,0.0,0.0,0.0,388.7,23.04
57082,2009,Yeotmal,SOYABEAN,311.8,126.56,405.9,388.7,23.04
57083,2009,Yeotmal,OILSEEDS,314.4,128.86,409.86,388.7,23.04
57084,2009,Yeotmal,SUGARCANE,2.3,16.72,7269.57,388.7,23.04
57085,2009,Yeotmal,COTTON,392.1,86.13,219.66,388.7,23.04
9338,2010,Ahmednagar,RICE,7.5,7.03,937.33,,
9340,2010,Ahmednagar,KHARIF SORGHUM,0.0,0.0,0.0,,
9343,2010,Ahmednagar,PEARL MILLET,196.0,186.8,953.06,,
9344,2010,Ahmednagar,MAIZE,60.8,169.17,2782.4,,
9345,2010,Ahmednagar,FINGER MILLET,2.8,2.58,921.43,,
9348,2010,Ahmednagar,PIGEONPEA,17.6,11.31,642.61,,
9349,2010,Ahmednagar,MINOR PULSES,38.7,25.47,658.14,,
9350,2010,Ahmednagar,GROUNDNUT,10.4,11.68,1123.08,,
9351,2010,Ahmednagar,SESAMUM,0.6,0.13,216.67,,
9356,2010,Ahmednagar,SUNFLOWER,9.3,4.27,459.14,,
9357,2010,Ahmednagar,SOYABEAN,50.7,90.82,1791.32,,
9358,2010,Ahmednagar,OILSEEDS,82.2,113.02,1374.94,,
9359,2010,Ahmednagar,SUGARCANE,126.0,1151.64,9140.0,,
9360,2010,Ahmednagar,COTTON,101.7,37.59,369.62,,
40342,2010,Ahmednagar,RICE,7.5,7.03,937.33,,
40344,2010,Ahmednagar,KHARIF SORGHUM,0.0,0.0,0.0,,
40347,2010,Ahmednagar,PEARL MILLET,196.0,186.8,953.06,,
40348,2010,Ahmednagar,MAIZE,60.8,169.17,2782.4,,
40349,2010,Ahmednagar,FINGER MILLET,2.8,2.58,921.43,,
40352,2010,Ahmednagar,PIGEONPEA,17.6,11.31,642.61,,
40353,2010,Ahmednagar,MINOR PULSES,38.7,25.47,658.14,,
40354,2010,Ahmednagar,GROUNDNUT,10.4,11.68,1123.08,,
40355,2010,Ahmednagar,SESAMUM,0.6,0.13,216.67,,
40360,2010,Ahmednagar,SUNFLOWER,9.3,4.27,459.14,,
40361,2010,Ahmednagar,SOYABEAN,50.7,90.82,1791.32,,
40362,2010,Ahmednagar,OILSEEDS,82.2,113.02,1374.94,,
40363,2010,Ahmednagar,SUGARCANE,126.0,1151.64,9140.0,,
40364,2010,Ahmednagar,COTTON,101.7,37.59,369.62,,
23690,2010,Akola,RICE,0.0,0.0,0.0,,
23692,2010,Akola,KHARIF SORGHUM,77.7,69.4,893.18,,
23695,2010,Akola,PEARL MILLET,1.1,0.5,454.55,,
23696,2010,Akola,MAIZE,2.1,4.66,2219.05,,
23697,2010,Akola,FINGER MILLET,0.0,0.0,0.0,,
23700,2010,Akola,PIGEONPEA,124.06,97.08,782.52,,
23701,2010,Akola,MINOR PULSES,136.93,93.32,681.52,,
23702,2010,Akola,GROUNDNUT,1.75,2.77,1582.86,,
23703,2010,Akola,SESAMUM,2.2,0.91,413.64,,
23708,2010,Akola,SUNFLOWER,7.9,4.88,617.72,,
23709,2010,Akola,SOYABEAN,335.8,537.06,1599.34,,
23710,2010,Akola,OILSEEDS,350.65,546.8,1559.39,,
23711,2010,Akola,SUGARCANE,0.3,2.0,6666.67,,
23712,2010,Akola,COTTON,229.82,67.6,294.14,,
54694,2010,Akola,RICE,0.0,0.0,0.0,,
54696,2010,Akola,KHARIF SORGHUM,77.7,69.4,893.18,,
54699,2010,Akola,PEARL MILLET,1.1,0.5,454.55,,
54700,2010,Akola,MAIZE,2.1,4.66,2219.05,,
54701,2010,Akola,FINGER MILLET,0.0,0.0,0.0,,
54704,2010,Akola,PIGEONPEA,124.06,97.08,782.52,,
54705,2010,Akola,MINOR PULSES,136.93,93.32,681.52,,
54706,2010,Akola,GROUNDNUT,1.75,2.77,1582.86,,
54707,2010,Akola,SESAMUM,2.2,0.91,413.64,,
54712,2010,Akola,SUNFLOWER,7.9,4.88,617.72,,
54713,2010,Akola,SOYABEAN,335.8,537.06,1599.34,,
54714,2010,Akola,OILSEEDS,350.65,546.8,1559.39,,
54715,2010,Akola,SUGARCANE,0.3,2.0,6666.67,,
54716,2010,Akola,COTTON,229.82,67.6,294.14,,
24886,2010,Amarawati,RICE,3.8,2.76,726.32,,
24888,2010,Amarawati,KHARIF SORGHUM,48.4,51.67,1067.56,,
24891,2010,Amarawati,PEARL MILLET,0.3,0.2,666.67,,
24892,2010,Amarawati,MAIZE,1.6,3.97,2481.25,,
24893,2010,Amarawati,FINGER MILLET,0.0,0.0,0.0,,
24896,2010,Amarawati,PIGEONPEA,119.6,62.92,526.09,,
24897,2010,Amarawati,MINOR PULSES,63.76,35.3,553.64,,
24898,2010,Amarawati,GROUNDNUT,1.5,1.69,1126.67,,
24899,2010,Amarawati,SESAMUM,0.6,0.23,383.33,,
24904,2010,Amarawati,SUNFLOWER,16.5,11.23,680.61,,
24905,2010,Amarawati,SOYABEAN,273.3,444.47,1626.31,,
24906,2010,Amarawati,OILSEEDS,293.4,458.31,1562.07,,
24907,2010,Amarawati,SUGARCANE,0.3,2.07,6900.0,,
24908,2010,Amarawati,COTTON,204.28,57.16,279.81,,
55890,2010,Amarawati,RICE,3.8,2.76,726.32,,
55892,2010,Amarawati,KHARIF SORGHUM,48.4,51.67,1067.56,,
55895,2010,Amarawati,PEARL MILLET,0.3,0.2,666.67,,
55896,2010,Amarawati,MAIZE,1.6,3.97,2481.25,,
55897,2010,Amarawati,FINGER MILLET,0.0,0.0,0.0,,
55900,2010,Amarawati,PIGEONPEA,119.6,62.92,526.09,,
55901,2010,Amarawati,MINOR PULSES,63.76,35.3,553.64,,
55902,2010,Amarawati,GROUNDNUT,1.5,1.69,1126.67,,
55903,2010,Amarawati,SESAMUM,0.6,0.23,383.33,,
55908,2010,Amarawati,SUNFLOWER,16.5,11.23,680.61,,
55909,2010,Amarawati,SOYABEAN,273.3,444.47,1626.31,,
55910,2010,Amarawati,OILSEEDS,293.4,458.31,1562.07,,
55911,2010,Amarawati,SUGARCANE,0.3,2.07,6900.0,,
55912,2010,Amarawati,COTTON,204.28,57.16,279.81,,
16514,2010,Aurangabad,RICE,0.01,0.02,2000.0,,
16516,2010,Aurangabad,KHARIF SORGHUM,11.3,20.03,1772.57,,
16519,2010,Aurangabad,PEARL MILLET,131.1,170.8,1302.82,,
16520,2010,Aurangabad,MAIZE,206.8,705.78,3412.86,,
16521,2010,Aurangabad,FINGER MILLET,0.0,0.0,0.0,,
16524,2010,Aurangabad,PIGEONPEA,113.87,107.42,943.36,,
16525,2010,Aurangabad,MINOR PULSES,71.0,50.04,704.79,,
16526,2010,Aurangabad,GROUNDNUT,7.4,6.33,855.41,,
16527,2010,Aurangabad,SESAMUM,2.0,0.54,270.0,,
16532,2010,Aurangabad,SUNFLOWER,8.3,4.34,522.89,,
16533,2010,Aurangabad,SOYABEAN,57.0,96.33,1690.0,,
16534,2010,Aurangabad,OILSEEDS,88.5,116.45,1315.82,,
16535,2010,Aurangabad,SUGARCANE,42.6,315.22,7399.53,,
16536,2010,Aurangabad,COTTON,636.2,281.5,442.47,,
47518,2010,Aurangabad,RICE,0.01,0.02,2000.0,,
47520,2010,Aurangabad,KHARIF SORGHUM,11.3,20.03,1772.57,,
47523,2010,Aurangabad,PEARL MILLET,131.1,170.8,1302.82,,
47524,2010,Aurangabad,MAIZE,206.8,705.78,3412.86,,
47525,2010,Aurangabad,FINGER MILLET,0.0,0.0,0.0,,
47528,2010,Aurangabad,PIGEONPEA,113.87,107.42,943.36,,
47529,2010,Aurangabad,MINOR PULSES,71.0,50.04,704.79,,
47530,2010,Aurangabad,GROUNDNUT,7.4,6.33,855.41,,
47531,2010,Aurangabad,SESAMUM,2.0,0.54,270.0,,
47536,2010,Aurangabad,SUNFLOWER,8.3,4.34,522.89,,
47537,2010,Aurangabad,SOYABEAN,57.0,96.33,1690.0,,
47538,2010,Aurangabad,OILSEEDS,88.5,116.45,1315.82,,
47539,2010,Aurangabad,SUGARCANE,42.6,315.22,7399.53,,
47540,2010,Aurangabad,COTTON,636.2,281.5,442.47,,
18906,2010,Beed,RICE,0.8,0.34,425.0,,
18908,2010,Beed,KHARIF SORGHUM,33.6,43.55,1296.13,,
18911,2010,Beed,PEARL MILLET,122.5,112.8,920.82,,
18912,2010,Beed,MAIZE,9.5,14.01,1474.74,,
18913,2010,Beed,FINGER MILLET,0.0,0.0,0.0,,
18916,2010,Beed,PIGEONPEA,62.4,34.05,545.67,,
18917,2010,Beed,MINOR PULSES,31.1,23.0,739.55,,
18918,2010,Beed,GROUNDNUT,7.0,5.06,722.86,,
18919,2010,Beed,SESAMUM,2.4,0.65,270.83,,
18924,2010,Beed,SUNFLOWER,7.9,4.13,522.78,,
18925,2010,Beed,SOYABEAN,70.4,96.62,1372.44,,
18926,2010,Beed,OILSEEDS,97.3,109.99,1130.42,,
18927,2010,Beed,SUGARCANE,58.8,387.49,6589.97,,
18928,2010,Beed,COTTON,276.8,71.77,259.28,,
49910,2010,Beed,RICE,0.8,0.34,425.0,,
49912,2010,Beed,KHARIF SORGHUM,33.6,43.55,1296.13,,
49915,2010,Beed,PEARL MILLET,122.5,112.8,920.82,,
49916,2010,Beed,MAIZE,9.5,14.01,1474.74,,
49917,2010,Beed,FINGER MILLET,0.0,0.0,0.0,,
49920,2010,Beed,PIGEONPEA,62.4,34.05,545.67,,
49921,2010,Beed,MINOR PULSES,31.1,23.0,739.55,,
49922,2010,Beed,GROUNDNUT,7.0,5.06,722.86,,
49923,2010,Beed,SESAMUM,2.4,0.65,270.83,,
49928,2010,Beed,SUNFLOWER,7.9,4.13,522.78,,
49929,2010,Beed,SOYABEAN,70.4,96.62,1372.44,,
49930,2010,Beed,OILSEEDS,97.3,109.99,1130.42,,
49931,2010,Beed,SUGARCANE,58.8,387.49,6589.97,,
49932,2010,Beed,COTTON,276.8,71.77,259.28,,
29670,2010,Bhandara,RICE,378.6,607.65,1604.99,,
29672,2010,Bhandara,KHARIF SORGHUM,0.0,0.0,0.0,,
29675,2010,Bhandara,PEARL MILLET,0.0,0.0,0.0,,
29676,2010,Bhandara,MAIZE,0.2,0.46,2300.0,,
29677,2010,Bhandara,FINGER MILLET,0.0,0.0,0.0,,
29680,2010,Bhandara,PIGEONPEA,14.1,13.33,945.39,,
29681,2010,Bhandara,MINOR PULSES,35.23,14.49,411.3,,
29682,2010,Bhandara,GROUNDNUT,0.2,0.16,800.0,,
29683,2010,Bhandara,SESAMUM,1.6,0.59,368.75,,
29688,2010,Bhandara,SUNFLOWER,0.1,0.08,800.0,,
29689,2010,Bhandara,SOYABEAN,7.0,12.06,1722.86,,
29690,2010,Bhandara,OILSEEDS,21.4,16.29,761.21,,
29691,2010,Bhandara,SUGARCANE,1.5,8.12,5413.33,,
29692,2010,Bhandara,COTTON,0.0,0.0,0.0,,
60674,2010,Bhandara,RICE,378.6,607.65,1604.99,,
60676,2010,Bhandara,KHARIF SORGHUM,0.0,0.0,0.0,,
60679,2010,Bhandara,PEARL MILLET,0.0,0.0,0.0,,
60680,2010,Bhandara,MAIZE,0.2,0.46,2300.0,,
60681,2010,Bhandara,FINGER MILLET,0.0,0.0,0.0,,
60684,2010,Bhandara,PIGEONPEA,14.1,13.33,945.39,,
60685,2010,Bhandara,MINOR PULSES,35.23,14.49,411.3,,
60686,2010,Bhandara,GROUNDNUT,0.2,0.16,800.0,,
60687,2010,Bhandara,SESAMUM,1.6,0.59,368.75,,
60692,2010,Bhandara,SUNFLOWER,0.1,0.08,800.0,,
60693,2010,Bhandara,SOYABEAN,7.0,12.06,1722.86,,
60694,2010,Bhandara,OILSEEDS,21.4,16.29,761.21,,
60695,2010,Bhandara,SUGARCANE,1.5,8.12,5413.33,,
60696,2010,Bhandara,COTTON,0.0,0.0,0.0,,
1058,2010,Bombay,RICE,0.0,0.0,0.0,,
1060,2010,Bombay,KHARIF SORGHUM,0.0,0.0,0.0,,
1063,2010,Bombay,PEARL MILLET,0.0,0.0,0.0,,
1064,2010,Bombay,MAIZE,0.0,0.0,0.0,,
1065,2010,Bombay,FINGER MILLET,0.0,0.0,0.0,,
1068,2010,Bombay,PIGEONPEA,0.0,0.0,0.0,,
1069,2010,Bombay,MINOR PULSES,0.0,0.0,0.0,,
1070,2010,Bombay,GROUNDNUT,0.0,0.0,0.0,,
1071,2010,Bombay,SESAMUM,0.0,0.0,0.0,,
1076,2010,Bombay,SUNFLOWER,0.0,0.0,0.0,,
1077,2010,Bombay,SOYABEAN,0.0,0.0,0.0,,
1078,2010,Bombay,OILSEEDS,0.0,0.0,0.0,,
1079,2010,Bombay,SUGARCANE,0.0,0.0,0.0,,
1080,2010,Bombay,COTTON,0.0,0.0,0.0,,
32062,2010,Bombay,RICE,0.0,0.0,0.0,,
32064,2010,Bombay,KHARIF SORGHUM,0.0,0.0,0.0,,
32067,2010,Bombay,PEARL MILLET,0.0,0.0,0.0,,
32068,2010,Bombay,MAIZE,0.0,0.0,0.0,,
32069,2010,Bombay,FINGER MILLET,0.0,0.0,0.0,,
32072,2010,Bombay,PIGEONPEA,0.0,0.0,0.0,,
32073,2010,Bombay,MINOR PULSES,0.0,0.0,0.0,,
32074,2010,Bombay,GROUNDNUT,0.0,0.0,0.0,,
32075,2010,Bombay,SESAMUM,0.0,0.0,0.0,,
32080,2010,Bombay,SUNFLOWER,0.0,0.0,0.0,,
32081,2010,Bombay,SOYABEAN,0.0,0.0,0.0,,
32082,2010,Bombay,OILSEEDS,0.0,0.0,0.0,,
32083,2010,Bombay,SUGARCANE,0.0,0.0,0.0,,
32084,2010,Bombay,COTTON,0.0,0.0,0.0,,
22494,2010,Buldhana,RICE,0.0,0.0,0.0,,
22496,2010,Buldhana,KHARIF SORGHUM,49.4,61.36,1242.11,,
22499,2010,Buldhana,PEARL MILLET,3.6,1.9,527.78,,
22500,2010,Buldhana,MAIZE,75.1,182.47,2429.69,,
22501,2010,Buldhana,FINGER MILLET,0.0,0.0,0.0,,
22504,2010,Buldhana,PIGEONPEA,76.8,42.46,552.86,,
22505,2010,Buldhana,MINOR PULSES,103.12,68.94,668.54,,
22506,2010,Buldhana,GROUNDNUT,0.8,0.83,1037.5,,
22507,2010,Buldhana,SESAMUM,3.0,1.06,353.33,,
22512,2010,Buldhana,SUNFLOWER,3.3,2.22,672.73,,
22513,2010,Buldhana,SOYABEAN,225.5,416.07,1845.1,,
22514,2010,Buldhana,OILSEEDS,235.2,421.74,1793.11,,
22515,2010,Buldhana,SUGARCANE,1.0,6.1,6100.0,,
22516,2010,Buldhana,COTTON,251.5,74.14,294.79,,
53498,2010,Buldhana,RICE,0.0,0.0,0.0,,
53500,2010,Buldhana,KHARIF SORGHUM,49.4,61.36,1242.11,,
53503,2010,Buldhana,PEARL MILLET,3.6,1.9,527.78,,
53504,2010,Buldhana,MAIZE,75.1,182.47,2429.69,,
53505,2010,Buldhana,FINGER MILLET,0.0,0.0,0.0,,
53508,2010,Buldhana,PIGEONPEA,76.8,42.46,552.86,,
53509,2010,Buldhana,MINOR PULSES,103.12,68.94,668.54,,
53510,2010,Buldhana,GROUNDNUT,0.8,0.83,1037.5,,
53511,2010,Buldhana,SESAMUM,3.0,1.06,353.33,,
53516,2010,Buldhana,SUNFLOWER,3.3,2.22,672.73,,
53517,2010,Buldhana,SOYABEAN,225.5,416.07,1845.1,,
53518,2010,Buldhana,OILSEEDS,235.2,421.74,1793.11,,
53519,2010,Buldhana,SUGARCANE,1.0,6.1,6100.0,,
53520,2010,Buldhana,COTTON,251.5,74.14,294.79,,
30866,2010,Chandrapur,RICE,275.5,400.48,1453.65,,
30868,2010,Chandrapur,KHARIF SORGHUM,2.1,1.31,623.81,,
30871,2010,Chandrapur,PEARL MILLET,0.0,0.0,0.0,,
30872,2010,Chandrapur,MAIZE,3.07,7.14,2325.73,,
30873,2010,Chandrapur,FINGER MILLET,0.0,0.0,0.0,,
30876,2010,Chandrapur,PIGEONPEA,46.38,40.56,874.51,,
30877,2010,Chandrapur,MINOR PULSES,46.9,17.18,366.31,,
30878,2010,Chandrapur,GROUNDNUT,0.1,0.06,600.0,,
30879,2010,Chandrapur,SESAMUM,2.7,0.87,322.22,,
30884,2010,Chandrapur,SUNFLOWER,0.0,0.0,0.0,,
30885,2010,Chandrapur,SOYABEAN,155.8,155.53,998.27,,
30886,2010,Chandrapur,OILSEEDS,173.3,160.79,927.81,,
30887,2010,Chandrapur,SUGARCANE,0.0,0.0,0.0,,
30888,2010,Chandrapur,COTTON,96.1,22.21,231.11,,
61870,2010,Chandrapur,RICE,275.5,400.48,1453.65,,
61872,2010,Chandrapur,KHARIF SORGHUM,2.1,1.31,623.81,,
61875,2010,Chandrapur,PEARL MILLET,0.0,0.0,0.0,,
61876,2010,Chandrapur,MAIZE,3.07,7.14,2325.73,,
61877,2010,Chandrapur,FINGER MILLET,0.0,0.0,0.0,,
61880,2010,Chandrapur,PIGEONPEA,46.38,40.56,874.51,,
61881,2010,Chandrapur,MINOR PULSES,46.9,17.18,366.31,,
61882,2010,Chandrapur,GROUNDNUT,0.1,0.06,600.0,,
61883,2010,Chandrapur,SESAMUM,2.7,0.87,322.22,,
61888,2010,Chandrapur,SUNFLOWER,0.0,0.0,0.0,,
61889,2010,Chandrapur,SOYABEAN,155.8,155.53,998.27,,
61890,2010,Chandrapur,OILSEEDS,173.3,160.79,927.81,,
61891,2010,Chandrapur,SUGARCANE,0.0,0.0,0.0,,
61892,2010,Chandrapur,COTTON,96.1,22.21,231.11,,
6946,2010,Dhule,RICE,28.4,31.38,1104.93,,
6948,2010,Dhule,KHARIF SORGHUM,52.1,98.93,1898.85,,
6951,2010,Dhule,PEARL MILLET,125.6,195.4,1555.73,,
6952,2010,Dhule,MAIZE,79.4,240.8,3032.75,,
6953,2010,Dhule,FINGER MILLET,3.4,3.8,1117.65,,
6956,2010,Dhule,PIGEONPEA,29.3,22.84,779.52,,
6957,2010,Dhule,MINOR PULSES,65.9,52.77,800.76,,
6958,2010,Dhule,GROUNDNUT,44.8,55.39,1236.38,,
6959,2010,Dhule,SESAMUM,4.4,2.06,468.18,,
6964,2010,Dhule,SUNFLOWER,1.0,0.61,610.0,,
6965,2010,Dhule,SOYABEAN,54.2,100.66,1857.2,,
6966,2010,Dhule,OILSEEDS,106.91,160.06,1497.15,,
6967,2010,Dhule,SUGARCANE,15.5,118.11,7620.0,,
6968,2010,Dhule,COTTON,189.1,76.93,406.82,,
37950,2010,Dhule,RICE,28.4,31.38,1104.93,,
37952,2010,Dhule,KHARIF SORGHUM,52.1,98.93,1898.85,,
37955,2010,Dhule,PEARL MILLET,125.6,195.4,1555.73,,
37956,2010,Dhule,MAIZE,79.4,240.8,3032.75,,
37957,2010,Dhule,FINGER MILLET,3.4,3.8,1117.65,,
37960,2010,Dhule,PIGEONPEA,29.3,22.84,779.52,,
37961,2010,Dhule,MINOR PULSES,65.9,52.77,800.76,,
37962,2010,Dhule,GROUNDNUT,44.8,55.39,1236.38,,
37963,2010,Dhule,SESAMUM,4.4,2.06,468.18,,
37968,2010,Dhule,SUNFLOWER,1.0,0.61,610.0,,
37969,2010,Dhule,SOYABEAN,54.2,100.66,1857.2,,
37970,2010,Dhule,OILSEEDS,106.91,160.06,1497.15,,
37971,2010,Dhule,SUGARCANE,15.5,118.11,7620.0,,
37972,2010,Dhule,COTTON,189.1,76.93,406.82,,
8142,2010,Jalgaon,RICE,0.0,0.0,0.0,,
8144,2010,Jalgaon,KHARIF SORGHUM,117.3,271.19,2311.94,,
8147,2010,Jalgaon,PEARL MILLET,35.8,49.8,1391.06,,
8148,2010,Jalgaon,MAIZE,88.5,286.25,3234.46,,
8149,2010,Jalgaon,FINGER MILLET,0.0,0.0,0.0,,
8152,2010,Jalgaon,PIGEONPEA,16.0,14.26,891.25,,
8153,2010,Jalgaon,MINOR PULSES,88.7,60.5,682.07,,
8154,2010,Jalgaon,GROUNDNUT,4.9,6.96,1420.41,,
8155,2010,Jalgaon,SESAMUM,14.7,7.44,506.12,,
8160,2010,Jalgaon,SUNFLOWER,5.0,2.46,492.0,,
8161,2010,Jalgaon,SOYABEAN,12.9,26.2,2031.01,,
8162,2010,Jalgaon,OILSEEDS,38.2,43.68,1143.46,,
8163,2010,Jalgaon,SUGARCANE,11.2,87.7,7830.36,,
8164,2010,Jalgaon,COTTON,509.7,186.5,365.9,,
39146,2010,Jalgaon,RICE,0.0,0.0,0.0,,
39148,2010,Jalgaon,KHARIF SORGHUM,117.3,271.19,2311.94,,
39151,2010,Jalgaon,PEARL MILLET,35.8,49.8,1391.06,,
39152,2010,Jalgaon,MAIZE,88.5,286.25,3234.46,,
39153,2010,Jalgaon,FINGER MILLET,0.0,0.0,0.0,,
39156,2010,Jalgaon,PIGEONPEA,16.0,14.26,891.25,,
39157,2010,Jalgaon,MINOR PULSES,88.7,60.5,682.07,,
39158,2010,Jalgaon,GROUNDNUT,4.9,6.96,1420.41,,
39159,2010,Jalgaon,SESAMUM,14.7,7.44,506.12,,
39164,2010,Jalgaon,SUNFLOWER,5.0,2.46,492.0,,
39165,2010,Jalgaon,SOYABEAN,12.9,26.2,2031.01,,
39166,2010,Jalgaon,OILSEEDS,38.2,43.68,1143.46,,
39167,2010,Jalgaon,SUGARCANE,11.2,87.7,7830.36,,
39168,2010,Jalgaon,COTTON,509.7,186.5,365.9,,
15318,2010,Kolhapur,RICE,112.0,323.12,2885.0,,
15320,2010,Kolhapur,KHARIF SORGHUM,8.0,15.1,1887.5,,
15323,2010,Kolhapur,PEARL MILLET,0.0,0.0,0.0,,
15324,2010,Kolhapur,MAIZE,11.6,25.7,2215.52,,
15325,2010,Kolhapur,FINGER MILLET,21.9,40.7,1858.45,,
15328,2010,Kolhapur,PIGEONPEA,2.4,0.83,345.83,,
15329,2010,Kolhapur,MINOR PULSES,10.9,5.36,491.74,,
15330,2010,Kolhapur,GROUNDNUT,61.0,93.15,1527.05,,
15331,2010,Kolhapur,SESAMUM,0.0,0.0,0.0,,
15336,2010,Kolhapur,SUNFLOWER,1.2,1.51,1258.33,,
15337,2010,Kolhapur,SOYABEAN,49.2,137.12,2786.99,,
15338,2010,Kolhapur,OILSEEDS,112.4,232.13,2065.21,,
15339,2010,Kolhapur,SUGARCANE,139.9,1259.1,9000.0,,
15340,2010,Kolhapur,COTTON,0.1,0.04,400.0,,
46322,2010,Kolhapur,RICE,112.0,323.12,2885.0,,
46324,2010,Kolhapur,KHARIF SORGHUM,8.0,15.1,1887.5,,
46327,2010,Kolhapur,PEARL MILLET,0.0,0.0,0.0,,
46328,2010,Kolhapur,MAIZE,11.6,25.7,2215.52,,
46329,2010,Kolhapur,FINGER MILLET,21.9,40.7,1858.45,,
46332,2010,Kolhapur,PIGEONPEA,2.4,0.83,345.83,,
46333,2010,Kolhapur,MINOR PULSES,10.9,5.36,491.74,,
46334,2010,Kolhapur,GROUNDNUT,61.0,93.15,1527.05,,
46335,2010,Kolhapur,SESAMUM,0.0,0.0,0.0,,
46340,2010,Kolhapur,SUNFLOWER,1.2,1.51,1258.33,,
46341,2010,Kolhapur,SOYABEAN,49.2,137.12,2786.99,,
46342,2010,Kolhapur,OILSEEDS,112.4,232.13,2065.21,,
46343,2010,Kolhapur,SUGARCANE,139.9,1259.1,9000.0,,
46344,2010,Kolhapur,COTTON,0.1,0.04,400.0,,
28474,2010,Nagpur,RICE,71.5,70.3,983.22,,
28476,2010,Nagpur,KHARIF SORGHUM,12.9,9.5,736.43,,
28479,2010,Nagpur,PEARL MILLET,0.0,0.0,0.0,,
28480,2010,Nagpur,MAIZE,0.1,0.25,2500.0,,
28481,2010,Nagpur,FINGER MILLET,0.0,0.0,0.0,,
28484,2010,Nagpur,PIGEONPEA,61.6,51.71,839.45,,
28485,2010,Nagpur,MINOR PULSES,7.2,3.72,516.67,,
28486,2010,Nagpur,GROUNDNUT,4.5,4.02,893.33,,
28487,2010,Nagpur,SESAMUM,0.2,0.07,350.0,,
28492,2010,Nagpur,SUNFLOWER,1.3,1.11,853.85,,
28493,2010,Nagpur,SOYABEAN,242.4,287.07,1184.28,,
28494,2010,Nagpur,OILSEEDS,249.8,292.85,1172.34,,
28495,2010,Nagpur,SUGARCANE,0.3,0.62,2066.67,,
28496,2010,Nagpur,COTTON,80.8,21.42,265.1,,
59478,2010,Nagpur,RICE,71.5,70.3,983.22,,
59480,2010,Nagpur,KHARIF SORGHUM,12.9,9.5,736.43,,
59483,2010,Nagpur,PEARL MILLET,0.0,0.0,0.0,,
59484,2010,Nagpur,MAIZE,0.1,0.25,2500.0,,
59485,2010,Nagpur,FINGER MILLET,0.0,0.0,0.0,,
59488,2010,Nagpur,PIGEONPEA,61.6,51.71,839.45,,
59489,2010,Nagpur,MINOR PULSES,7.2,3.72,516.67,,
59490,2010,Nagpur,GROUNDNUT,4.5,4.02,893.33,,
59491,2010,Nagpur,SESAMUM,0.2,0.07,350.0,,
59496,2010,Nagpur,SUNFLOWER,1.3,1.11,853.85,,
59497,2010,Nagpur,SOYABEAN,242.4,287.07,1184.28,,
59498,2010,Nagpur,OILSEEDS,249.8,292.85,1172.34,,
59499,2010,Nagpur,SUGARCANE,0.3,0.62,2066.67,,
59500,2010,Nagpur,COTTON,80.8,21.42,265.1,,
20102,2010,Nanded,RICE,5.2,2.71,521.15,,
20104,2010,Nanded,KHARIF SORGHUM,126.5,133.47,1055.1,,
20107,2010,Nanded,PEARL MILLET,0.0,0.0,0.0,,
20108,2010,Nanded,MAIZE,1.14,1.48,1298.25,,
20109,2010,Nanded,FINGER MILLET,0.0,0.0,0.0,,
20112,2010,Nanded,PIGEONPEA,68.3,40.35,590.78,,
20113,2010,Nanded,MINOR PULSES,93.81,67.71,721.78,,
20114,2010,Nanded,GROUNDNUT,6.8,7.82,1150.0,,
20115,2010,Nanded,SESAMUM,3.1,0.89,287.1,,
20120,2010,Nanded,SUNFLOWER,8.1,5.3,654.32,,
20121,2010,Nanded,SOYABEAN,181.2,268.39,1481.18,,
20122,2010,Nanded,OILSEEDS,206.6,285.94,1384.03,,
20123,2010,Nanded,SUGARCANE,13.7,82.75,6040.15,,
20124,2010,Nanded,COTTON,302.1,78.58,260.11,,
51106,2010,Nanded,RICE,5.2,2.71,521.15,,
51108,2010,Nanded,KHARIF SORGHUM,126.5,133.47,1055.1,,
51111,2010,Nanded,PEARL MILLET,0.0,0.0,0.0,,
51112,2010,Nanded,MAIZE,1.14,1.48,1298.25,,
51113,2010,Nanded,FINGER MILLET,0.0,0.0,0.0,,
51116,2010,Nanded,PIGEONPEA,68.3,40.35,590.78,,
51117,2010,Nanded,MINOR PULSES,93.81,67.71,721.78,,
51118,2010,Nanded,GROUNDNUT,6.8,7.82,1150.0,,
51119,2010,Nanded,SESAMUM,3.1,0.89,287.1,,
51124,2010,Nanded,SUNFLOWER,8.1,5.3,654.32,,
51125,2010,Nanded,SOYABEAN,181.2,268.39,1481.18,,
51126,2010,Nanded,OILSEEDS,206.6,285.94,1384.03,,
