,Year,Dist Name,Crop,Area(1000 ha),Production(1000 tons),Yield(Kg per ha),Total Rainfall,Avg Temp
52059,1999,Osmanabad,PIGEONPEA,150.3,138.5,921.49,506.3,20.05
52060,1999,Osmanabad,MINOR PULSES,175.1,45.0,257.0,506.3,20.05
52061,1999,Osmanabad,GROUNDNUT,33.0,19.3,584.85,506.3,20.05
52062,1999,Osmanabad,SESAMUM,16.9,3.4,201.18,506.3,20.05
52067,1999,Osmanabad,SUNFLOWER,139.3,68.8,493.9,506.3,20.05
52068,1999,Osmanabad,SOYABEAN,8.8,10.5,1193.18,506.3,20.05
52069,1999,Osmanabad,OILSEEDS,293.3,142.33,485.27,506.3,20.05
52070,1999,Osmanabad,SUGARCANE,54.4,382.87,7038.05,506.3,20.05
52071,1999,Osmanabad,COTTON,30.5,3.47,113.77,506.3,20.05
17457,1999,Parbhani,RICE,24.1,13.2,547.72,769.6,21.21
17459,1999,Parbhani,KHARIF SORGHUM,183.3,255.5,1393.89,769.6,21.21
17462,1999,Parbhani,PEARL MILLET,7.8,5.4,692.31,769.6,21.21
17463,1999,Parbhani,MAIZE,2.3,2.8,1217.39,769.6,21.21
17464,1999,Parbhani,FINGER MILLET,0.0,0.0,0.0,769.6,21.21
17467,1999,Parbhani,PIGEONPEA,73.9,40.8,552.1,769.6,21.21
17468,1999,Parbhani,MINOR PULSES,117.6,35.3,300.17,769.6,21.21
17469,1999,Parbhani,GROUNDNUT,13.3,15.8,1187.97,769.6,21.21
17470,1999,Parbhani,SESAMUM,6.0,1.3,216.67,769.6,21.21
17475,1999,Parbhani,SUNFLOWER,27.8,17.3,622.3,769.6,21.21
17476,1999,Parbhani,SOYABEAN,24.3,43.1,1773.66,769.6,21.21
17477,1999,Parbhani,OILSEEDS,128.0,105.49,824.14,769.6,21.21
17478,1999,Parbhani,SUGARCANE,30.9,253.37,8199.68,769.6,21.21
17479,1999,Parbhani,COTTON,335.8,40.14,119.54,769.6,21.21
48461,1999,Parbhani,RICE,24.1,13.2,547.72,769.6,21.21
48463,1999,Parbhani,KHARIF SORGHUM,183.3,255.5,1393.89,769.6,21.21
48466,1999,Parbhani,PEARL MILLET,7.8,5.4,692.31,769.6,21.21
48467,1999,Parbhani,MAIZE,2.3,2.8,1217.39,769.6,21.21
48468,1999,Parbhani,FINGER MILLET,0.0,0.0,0.0,769.6,21.21
48471,1999,Parbhani,PIGEONPEA,73.9,40.8,552.1,769.6,21.21
48472,1999,Parbhani,MINOR PULSES,117.6,35.3,300.17,769.6,21.21
48473,1999,Parbhani,GROUNDNUT,13.3,15.8,1187.97,769.6,21.21
48474,1999,Parbhani,SESAMUM,6.0,1.3,216.67,769.6,21.21
48479,1999,Parbhani,SUNFLOWER,27.8,17.3,622.3,769.6,21.21
48480,1999,Parbhani,SOYABEAN,24.3,43.1,1773.66,769.6,21.21
48481,1999,Parbhani,OILSEEDS,128.0,105.49,824.14,769.6,21.21
48482,1999,Parbhani,SUGARCANE,30.9,253.37,8199.68,769.6,21.21
48483,1999,Parbhani,COTTON,335.8,40.14,119.54,769.6,21.21
10281,1999,Pune,RICE,61.7,89.2,1445.7,684.7,20.19
10283,1999,Pune,KHARIF SORGHUM,3.2,2.8,875.0,684.7,20.19
10286,1999,Pune,PEARL MILLET,159.9,118.1,738.59,684.7,20.19
10287,1999,Pune,MAIZE,15.0,22.4,1493.33,684.7,20.19
10288,1999,Pune,FINGER MILLET,12.7,12.5,984.25,684.7,20.19
10291,1999,Pune,PIGEONPEA,3.9,2.7,692.31,684.7,20.19
10292,1999,Pune,MINOR PULSES,34.6,16.1,465.32,684.7,20.19
10293,1999,Pune,GROUNDNUT,54.3,69.1,1272.56,684.7,20.19
10294,1999,Pune,SESAMUM,3.8,0.9,236.84,684.7,20.19
10299,1999,Pune,SUNFLOWER,4.8,2.3,479.17,684.7,20.19
10300,1999,Pune,SOYABEAN,0.6,1.2,2000.0,684.7,20.19
10301,1999,Pune,OILSEEDS,85.0,84.95,999.41,684.7,20.19
10302,1999,Pune,SUGARCANE,46.2,463.71,10037.01,684.7,20.19
10303,1999,Pune,COTTON,0.4,0.24,600.0,684.7,20.19
41285,1999,Pune,RICE,61.7,89.2,1445.7,684.7,20.19
41287,1999,Pune,KHARIF SORGHUM,3.2,2.8,875.0,684.7,20.19
41290,1999,Pune,PEARL MILLET,159.9,118.1,738.59,684.7,20.19
41291,1999,Pune,MAIZE,15.0,22.4,1493.33,684.7,20.19
41292,1999,Pune,FINGER MILLET,12.7,12.5,984.25,684.7,20.19
41295,1999,Pune,PIGEONPEA,3.9,2.7,692.31,684.7,20.19
41296,1999,Pune,MINOR PULSES,34.6,16.1,465.32,684.7,20.19
41297,1999,Pune,GROUNDNUT,54.3,69.1,1272.56,684.7,20.19
41298,1999,Pune,SESAMUM,3.8,0.9,236.84,684.7,20.19
41303,1999,Pune,SUNFLOWER,4.8,2.3,479.17,684.7,20.19
41304,1999,Pune,SOYABEAN,0.6,1.2,2000.0,684.7,20.19
41305,1999,Pune,OILSEEDS,85.0,84.95,999.41,684.7,20.19
41306,1999,Pune,SUGARCANE,46.2,463.71,10037.01,684.7,20.19
41307,1999,Pune,COTTON,0.4,0.24,600.0,684.7,20.19
3105,1999,Raigad,RICE,135.7,328.5,2420.78,,
3107,1999,Raigad,KHARIF SORGHUM,0.0,0.0,0.0,,
3110,1999,Raigad,PEARL MILLET,0.0,0.0,0.0,,
3111,1999,Raigad,MAIZE,0.0,0.0,0.0,,
3112,1999,Raigad,FINGER MILLET,11.9,8.7,731.09,,
3115,1999,Raigad,PIGEONPEA,0.9,0.5,555.56,,
3116,1999,Raigad,MINOR PULSES,9.6,4.5,468.75,,
3117,1999,Raigad,GROUNDNUT,0.3,0.3,1000.0,,
3118,1999,Raigad,SESAMUM,0.3,0.1,333.33,,
3123,1999,Raigad,SUNFLOWER,0.0,0.0,0.0,,
3124,1999,Raigad,SOYABEAN,0.0,0.0,0.0,,
3125,1999,Raigad,OILSEEDS,1.0,0.0,0.0,,
3126,1999,Raigad,SUGARCANE,0.0,0.0,0.0,,
3127,1999,Raigad,COTTON,0.0,0.0,0.0,,
34109,1999,Raigad,RICE,135.7,328.5,2420.78,,
34111,1999,Raigad,KHARIF SORGHUM,0.0,0.0,0.0,,
34114,1999,Raigad,PEARL MILLET,0.0,0.0,0.0,,
34115,1999,Raigad,MAIZE,0.0,0.0,0.0,,
34116,1999,Raigad,FINGER MILLET,11.9,8.7,731.09,,
34119,1999,Raigad,PIGEONPEA,0.9,0.5,555.56,,
34120,1999,Raigad,MINOR PULSES,9.6,4.5,468.75,,
34121,1999,Raigad,GROUNDNUT,0.3,0.3,1000.0,,
34122,1999,Raigad,SESAMUM,0.3,0.1,333.33,,
34127,1999,Raigad,SUNFLOWER,0.0,0.0,0.0,,
34128,1999,Raigad,SOYABEAN,0.0,0.0,0.0,,
34129,1999,Raigad,OILSEEDS,1.0,0.0,0.0,,
34130,1999,Raigad,SUGARCANE,0.0,0.0,0.0,,
34131,1999,Raigad,COTTON,0.0,0.0,0.0,,
4301,1999,Ratnagiri,RICE,159.8,374.1,2341.05,2039.4,22.87875
4303,1999,Ratnagiri,KHARIF SORGHUM,0.0,0.0,0.0,2039.4,22.87875
4306,1999,Ratnagiri,PEARL MILLET,0.0,0.0,0.0,2039.4,22.87875
4307,1999,Ratnagiri,MAIZE,0.1,0.1,1000.0,2039.4,22.87875
4308,1999,Ratnagiri,FINGER MILLET,23.0,26.3,1143.48,2039.4,22.87875
4311,1999,Ratnagiri,PIGEONPEA,0.5,0.3,600.0,2039.4,22.87875
4312,1999,Ratnagiri,MINOR PULSES,12.0,5.9,491.67,2039.4,22.87875
4313,1999,Ratnagiri,GROUNDNUT,5.6,9.5,1696.43,2039.4,22.87875
4314,1999,Ratnagiri,SESAMUM,0.2,0.1,500.0,2039.4,22.87875
4319,1999,Ratnagiri,SUNFLOWER,0.0,0.0,0.0,2039.4,22.87875
4320,1999,Ratnagiri,SOYABEAN,0.0,0.0,0.0,2039.4,22.87875
4321,1999,Ratnagiri,OILSEEDS,7.8,8.6,1102.56,2039.4,22.87875
4322,1999,Ratnagiri,SUGARCANE,0.2,0.0,0.0,2039.4,22.87875
4323,1999,Ratnagiri,COTTON,0.0,0.0,0.0,2039.4,22.87875
35305,1999,Ratnagiri,RICE,159.8,374.1,2341.05,2039.4,22.87875
35307,1999,Ratnagiri,KHARIF SORGHUM,0.0,0.0,0.0,2039.4,22.87875
35310,1999,Ratnagiri,PEARL MILLET,0.0,0.0,0.0,2039.4,22.87875
35311,1999,Ratnagiri,MAIZE,0.1,0.1,1000.0,2039.4,22.87875
35312,1999,Ratnagiri,FINGER MILLET,23.0,26.3,1143.48,2039.4,22.87875
35315,1999,Ratnagiri,PIGEONPEA,0.5,0.3,600.0,2039.4,22.87875
35316,1999,Ratnagiri,MINOR PULSES,12.0,5.9,491.67,2039.4,22.87875
35317,1999,Ratnagiri,GROUNDNUT,5.6,9.5,1696.43,2039.4,22.87875
35318,1999,Ratnagiri,SESAMUM,0.2,0.1,500.0,2039.4,22.87875
35323,1999,Ratnagiri,SUNFLOWER,0.0,0.0,0.0,2039.4,22.87875
35324,1999,Ratnagiri,SOYABEAN,0.0,0.0,0.0,2039.4,22.87875
35325,1999,Ratnagiri,OILSEEDS,7.8,8.6,1102.56,2039.4,22.87875
35326,1999,Ratnagiri,SUGARCANE,0.2,0.0,0.0,2039.4,22.87875
35327,1999,Ratnagiri,COTTON,0.0,0.0,0.0,2039.4,22.87875
12673,1999,Sangli,RICE,17.9,47.2,2636.87,494.5,20.41
12675,1999,Sangli,KHARIF SORGHUM,126.6,159.5,1259.87,494.5,20.41
12678,1999,Sangli,PEARL MILLET,102.6,56.4,549.71,494.5,20.41
12679,1999,Sangli,MAIZE,17.4,27.8,1597.7,494.5,20.41
12680,1999,Sangli,FINGER MILLET,0.8,1.2,1500.0,494.5,20.41
12683,1999,Sangli,PIGEONPEA,14.4,5.9,409.72,494.5,20.41
12684,1999,Sangli,MINOR PULSES,64.7,26.8,414.22,494.5,20.41
12685,1999,Sangli,GROUNDNUT,38.8,38.8,1000.0,494.5,20.41
12686,1999,Sangli,SESAMUM,0.9,0.2,222.22,494.5,20.41
12691,1999,Sangli,SUNFLOWER,9.0,4.0,444.44,494.5,20.41
12692,1999,Sangli,SOYABEAN,56.7,128.0,2257.5,494.5,20.41
12693,1999,Sangli,OILSEEDS,118.1,178.8,1513.97,494.5,20.41
12694,1999,Sangli,SUGARCANE,45.4,488.5,10759.91,494.5,20.41
12695,1999,Sangli,COTTON,3.2,1.26,393.75,494.5,20.41
43677,1999,Sangli,RICE,17.9,47.2,2636.87,494.5,20.41
43679,1999,Sangli,KHARIF SORGHUM,126.6,159.5,1259.87,494.5,20.41
43682,1999,Sangli,PEARL MILLET,102.6,56.4,549.71,494.5,20.41
43683,1999,Sangli,MAIZE,17.4,27.8,1597.7,494.5,20.41
43684,1999,Sangli,FINGER MILLET,0.8,1.2,1500.0,494.5,20.41
43687,1999,Sangli,PIGEONPEA,14.4,5.9,409.72,494.5,20.41
43688,1999,Sangli,MINOR PULSES,64.7,26.8,414.22,494.5,20.41
43689,1999,Sangli,GROUNDNUT,38.8,38.8,1000.0,494.5,20.41
43690,1999,Sangli,SESAMUM,0.9,0.2,222.22,494.5,20.41
43695,1999,Sangli,SUNFLOWER,9.0,4.0,444.44,494.5,20.41
43696,1999,Sangli,SOYABEAN,56.7,128.0,2257.5,494.5,20.41
43697,1999,Sangli,OILSEEDS,118.1,178.8,1513.97,494.5,20.41
43698,1999,Sangli,SUGARCANE,45.4,488.5,10759.91,494.5,20.41
43699,1999,Sangli,COTTON,3.2,1.26,393.75,494.5,20.41
11477,1999,Satara,RICE,44.0,71.1,1615.91,1009.4,19.89
11479,1999,Satara,KHARIF SORGHUM,69.8,129.8,1859.6,1009.4,19.89
11482,1999,Satara,PEARL MILLET,91.0,84.3,926.37,1009.4,19.89
11483,1999,Satara,MAIZE,13.7,20.9,1525.55,1009.4,19.89
11484,1999,Satara,FINGER MILLET,9.5,11.3,1189.47,1009.4,19.89
11487,1999,Satara,PIGEONPEA,7.7,3.1,402.6,1009.4,19.89
11488,1999,Satara,MINOR PULSES,44.2,20.0,452.49,1009.4,19.89
11489,1999,Satara,GROUNDNUT,61.3,88.0,1435.56,1009.4,19.89
11490,1999,Satara,SESAMUM,0.4,0.1,250.0,1009.4,19.89
11495,1999,Satara,SUNFLOWER,3.1,1.4,451.61,1009.4,19.89
11496,1999,Satara,SOYABEAN,13.4,26.0,1940.3,1009.4,19.89
11497,1999,Satara,OILSEEDS,86.7,121.09,1396.66,1009.4,19.89
11498,1999,Satara,SUGARCANE,43.0,454.64,10573.02,1009.4,19.89
11499,1999,Satara,COTTON,5.4,2.14,396.3,1009.4,19.89
42481,1999,Satara,RICE,44.0,71.1,1615.91,1009.4,19.89
42483,1999,Satara,KHARIF SORGHUM,69.8,129.8,1859.6,1009.4,19.89
42486,1999,Satara,PEARL MILLET,91.0,84.3,926.37,1009.4,19.89
42487,1999,Satara,MAIZE,13.7,20.9,1525.55,1009.4,19.89
42488,1999,Satara,FINGER MILLET,9.5,11.3,1189.47,1009.4,19.89
42491,1999,Satara,PIGEONPEA,7.7,3.1,402.6,1009.4,19.89
42492,1999,Satara,MINOR PULSES,44.2,20.0,452.49,1009.4,19.89
42493,1999,Satara,GROUNDNUT,61.3,88.0,1435.56,1009.4,19.89
42494,1999,Satara,SESAMUM,0.4,0.1,250.0,1009.4,19.89
42499,1999,Satara,SUNFLOWER,3.1,1.4,451.61,1009.4,19.89
42500,1999,Satara,SOYABEAN,13.4,26.0,1940.3,1009.4,19.89
42501,1999,Satara,OILSEEDS,86.7,121.09,1396.66,1009.4,19.89
42502,1999,Satara,SUGARCANE,43.0,454.64,10573.02,1009.4,19.89
42503,1999,Satara,COTTON,5.4,2.14,396.3,1009.4,19.89
13869,1999,Solapur,RICE,3.2,4.2,1312.5,387.1,21.02
13871,1999,Solapur,KHARIF SORGHUM,2.1,1.3,619.05,387.1,21.02
13874,1999,Solapur,PEARL MILLET,57.2,19.3,337.41,387.1,21.02
13875,1999,Solapur,MAIZE,27.0,40.3,1492.59,387.1,21.02
13876,1999,Solapur,FINGER MILLET,0.0,0.0,0.0,387.1,21.02
13879,1999,Solapur,PIGEONPEA,28.5,8.5,298.25,387.1,21.02
13880,1999,Solapur,MINOR PULSES,28.0,10.1,360.71,387.1,21.02
13881,1999,Solapur,GROUNDNUT,25.5,33.6,1317.65,387.1,21.02
13882,1999,Solapur,SESAMUM,0.9,0.2,222.22,387.1,21.02
13887,1999,Solapur,SUNFLOWER,55.5,25.2,454.05,387.1,21.02
13888,1999,Solapur,SOYABEAN,1.0,1.4,1400.0,387.1,21.02
13889,1999,Solapur,OILSEEDS,104.8,71.72,684.35,387.1,21.02
13890,1999,Solapur,SUGARCANE,66.6,629.5,9451.95,387.1,21.02
13891,1999,Solapur,COTTON,5.7,1.7,298.25,387.1,21.02
44873,1999,Solapur,RICE,3.2,4.2,1312.5,387.1,21.02
44875,1999,Solapur,KHARIF SORGHUM,2.1,1.3,619.05,387.1,21.02
44878,1999,Solapur,PEARL MILLET,57.2,19.3,337.41,387.1,21.02
44879,1999,Solapur,MAIZE,27.0,40.3,1492.59,387.1,21.02
44880,1999,Solapur,FINGER MILLET,0.0,0.0,0.0,387.1,21.02
44883,1999,Solapur,PIGEONPEA,28.5,8.5,298.25,387.1,21.02
44884,1999,Solapur,MINOR PULSES,28.0,10.1,360.71,387.1,21.02
44885,1999,Solapur,GROUNDNUT,25.5,33.6,1317.65,387.1,21.02
44886,1999,Solapur,SESAMUM,0.9,0.2,222.22,387.1,21.02
44891,1999,Solapur,SUNFLOWER,55.5,25.2,454.05,387.1,21.02
44892,1999,Solapur,SOYABEAN,1.0,1.4,1400.0,387.1,21.02
44893,1999,Solapur,OILSEEDS,104.8,71.72,684.35,387.1,21.02
44894,1999,Solapur,SUGARCANE,66.6,629.5,9451.95,387.1,21.02
44895,1999,Solapur,COTTON,5.7,1.7,298.25,387.1,21.02
1909,1999,Thane,RICE,141.8,302.0,2129.76,1444.9,23.135625
1911,1999,Thane,KHARIF SORGHUM,0.0,0.0,0.0,1444.9,23.135625
1914,1999,Thane,PEARL MILLET,0.0,0.0,0.0,1444.9,23.135625
1915,1999,Thane,MAIZE,0.0,0.0,0.0,1444.9,23.135625
1916,1999,Thane,FINGER MILLET,17.5,17.0,971.43,1444.9,23.135625
1919,1999,Thane,PIGEONPEA,2.9,1.5,517.24,1444.9,23.135625
1920,1999,Thane,MINOR PULSES,12.4,6.7,540.32,1444.9,23.135625
1921,1999,Thane,GROUNDNUT,0.4,0.7,1750.0,1444.9,23.135625
1922,1999,Thane,SESAMUM,1.4,0.5,357.14,1444.9,23.135625
1927,1999,Thane,SUNFLOWER,0.0,0.0,0.0,1444.9,23.135625
1928,1999,Thane,SOYABEAN,0.0,0.0,0.0,1444.9,23.135625
1929,1999,Thane,OILSEEDS,4.4,2.17,493.18,1444.9,23.135625
1930,1999,Thane,SUGARCANE,0.0,0.0,0.0,1444.9,23.135625
1931,1999,Thane,COTTON,0.0,0.0,0.0,1444.9,23.135625
32913,1999,Thane,RICE,141.8,302.0,2129.76,1444.9,23.135625
32915,1999,Thane,KHARIF SORGHUM,0.0,0.0,0.0,1444.9,23.135625
32918,1999,Thane,PEARL MILLET,0.0,0.0,0.0,1444.9,23.135625
32919,1999,Thane,MAIZE,0.0,0.0,0.0,1444.9,23.135625
32920,1999,Thane,FINGER MILLET,17.5,17.0,971.43,1444.9,23.135625
32923,1999,Thane,PIGEONPEA,2.9,1.5,517.24,1444.9,23.135625
32924,1999,Thane,MINOR PULSES,12.4,6.7,540.32,1444.9,23.135625
32925,1999,Thane,GROUNDNUT,0.4,0.7,1750.0,1444.9,23.135625
32926,1999,Thane,SESAMUM,1.4,0.5,357.14,1444.9,23.135625
32931,1999,Thane,SUNFLOWER,0.0,0.0,0.0,1444.9,23.135625
32932,1999,Thane,SOYABEAN,0.0,0.0,0.0,1444.9,23.135625
32933,1999,Thane,OILSEEDS,4.4,2.17,493.18,1444.9,23.135625
32934,1999,Thane,SUGARCANE,0.0,0.0,0.0,1444.9,23.135625
32935,1999,Thane,COTTON,0.0,0.0,0.0,1444.9,23.135625
27025,1999,Wardha,RICE,0.5,0.3,600.0,855.7,22.17
27027,1999,Wardha,KHARIF SORGHUM,48.5,38.5,793.81,855.7,22.17
27030,1999,Wardha,PEARL MILLET,0.1,0.1,1000.0,855.7,22.17
27031,1999,Wardha,MAIZE,0.2,0.2,1000.0,855.7,22.17
27032,1999,Wardha,FINGER MILLET,0.0,0.0,0.0,855.7,22.17
27035,1999,Wardha,PIGEONPEA,48.8,44.8,918.03,855.7,22.17
27036,1999,Wardha,MINOR PULSES,3.7,1.3,351.35,855.7,22.17
27037,1999,Wardha,GROUNDNUT,6.3,5.0,793.65,855.7,22.17
27038,1999,Wardha,SESAMUM,1.2,0.4,333.33,855.7,22.17
27043,1999,Wardha,SUNFLOWER,0.7,0.4,571.43,855.7,22.17
27044,1999,Wardha,SOYABEAN,138.5,194.9,1407.22,855.7,22.17
27045,1999,Wardha,OILSEEDS,149.3,201.59,1350.23,855.7,22.17
27046,1999,Wardha,SUGARCANE,2.7,23.27,8618.52,855.7,22.17
27047,1999,Wardha,COTTON,134.0,29.75,222.01,855.7,22.17
58029,1999,Wardha,RICE,0.5,0.3,600.0,855.7,22.17
58031,1999,Wardha,KHARIF SORGHUM,48.5,38.5,793.81,855.7,22.17
58034,1999,Wardha,PEARL MILLET,0.1,0.1,1000.0,855.7,22.17
58035,1999,Wardha,MAIZE,0.2,0.2,1000.0,855.7,22.17
58036,1999,Wardha,FINGER MILLET,0.0,0.0,0.0,855.7,22.17
58039,1999,Wardha,PIGEONPEA,48.8,44.8,918.03,855.7,22.17
58040,1999,Wardha,MINOR PULSES,3.7,1.3,351.35,855.7,22.17
58041,1999,Wardha,GROUNDNUT,6.3,5.0,793.65,855.7,22.17
58042,1999,Wardha,SESAMUM,1.2,0.4,333.33,855.7,22.17
58047,1999,Wardha,SUNFLOWER,0.7,0.4,571.43,855.7,22.17
58048,1999,Wardha,SOYABEAN,138.5,194.9,1407.22,855.7,22.17
58049,1999,Wardha,OILSEEDS,149.3,201.59,1350.23,855.7,22.17
58050,1999,Wardha,SUGARCANE,2.7,23.27,8618.52,855.7,22.17
58051,1999,Wardha,COTTON,134.0,29.75,222.01,855.7,22.17
25829,1999,Yeotmal,RICE,5.3,4.6,867.92,642.8,22.02
25831,1999,Yeotmal,KHARIF SORGHUM,153.5,184.2,1200.0,642.8,22.02
25834,1999,Yeotmal,PEARL MILLET,8.6,4.4,511.63,642.8,22.02
25835,1999,Yeotmal,MAIZE,0.1,0.1,1000.0,642.8,22.02
25836,1999,Yeotmal,FINGER MILLET,0.0,0.0,0.0,642.8,22.02
25839,1999,Yeotmal,PIGEONPEA,115.7,141.5,1222.99,642.8,22.02
25840,1999,Yeotmal,MINOR PULSES,74.3,50.1,674.29,642.8,22.02
25841,1999,Yeotmal,GROUNDNUT,6.5,6.0,923.08,642.8,22.02
25842,1999,Yeotmal,SESAMUM,7.4,2.5,337.84,642.8,22.02
25847,1999,Yeotmal,SUNFLOWER,1.5,1.0,666.67,642.8,22.02
25848,1999,Yeotmal,SOYABEAN,77.7,100.9,1298.58,642.8,22.02
25849,1999,Yeotmal,OILSEEDS,95.8,111.66,1165.55,642.8,22.02
25850,1999,Yeotmal,SUGARCANE,7.0,64.9,9271.43,642.8,22.02
25851,1999,Yeotmal,COTTON,447.5,76.52,170.99,642.8,22.02
56833,1999,Yeotmal,RICE,5.3,4.6,867.92,642.8,22.02
56835,1999,Yeotmal,KHARIF SORGHUM,153.5,184.2,1200.0,642.8,22.02
56838,1999,Yeotmal,PEARL MILLET,8.6,4.4,511.63,642.8,22.02
56839,1999,Yeotmal,MAIZE,0.1,0.1,1000.0,642.8,22.02
56840,1999,Yeotmal,FINGER MILLET,0.0,0.0,0.0,642.8,22.02
56843,1999,Yeotmal,PIGEONPEA,115.7,141.5,1222.99,642.8,22.02
56844,1999,Yeotmal,MINOR PULSES,74.3,50.1,674.29,642.8,22.02
56845,1999,Yeotmal,GROUNDNUT,6.5,6.0,923.08,642.8,22.02
56846,1999,Yeotmal,SESAMUM,7.4,2.5,337.84,642.8,22.02
56851,1999,Yeotmal,SUNFLOWER,1.5,1.0,666.67,642.8,22.02
56852,1999,Yeotmal,SOYABEAN,77.7,100.9,1298.58,642.8,22.02
56853,1999,Yeotmal,OILSEEDS,95.8,111.66,1165.55,642.8,22.02
56854,1999,Yeotmal,SUGARCANE,7.0,64.9,9271.43,642.8,22.02
56855,1999,Yeotmal,COTTON,447.5,76.52,170.99,642.8,22.02
9108,2000,Ahmednagar,RICE,5.5,3.8,690.91,363.0,21.0734375
9110,2000,Ahmednagar,KHARIF SORGHUM,0.8,0.7,875.0,363.0,21.0734375
9113,2000,Ahmednagar,PEARL MILLET,326.1,187.3,574.36,363.0,21.0734375
9114,2000,Ahmednagar,MAIZE,21.0,20.6,980.95,363.0,21.0734375
9115,2000,Ahmednagar,FINGER MILLET,4.8,4.3,895.83,363.0,21.0734375
9118,2000,Ahmednagar,PIGEONPEA,19.1,9.4,492.15,363.0,21.0734375
9119,2000,Ahmednagar,MINOR PULSES,42.5,16.8,395.29,363.0,21.0734375
9120,2000,Ahmednagar,GROUNDNUT,17.8,24.4,1370.79,363.0,21.0734375
9121,2000,Ahmednagar,SESAMUM,1.5,0.3,200.0,363.0,21.0734375
9126,2000,Ahmednagar,SUNFLOWER,18.5,9.4,508.11,363.0,21.0734375
9127,2000,Ahmednagar,SOYABEAN,7.2,6.2,861.11,363.0,21.0734375
9128,2000,Ahmednagar,OILSEEDS,79.6,56.0,703.52,363.0,21.0734375
9129,2000,Ahmednagar,SUGARCANE,67.1,516.39,7695.83,363.0,21.0734375
9130,2000,Ahmednagar,COTTON,15.7,4.35,277.07,363.0,21.0734375
40112,2000,Ahmednagar,RICE,5.5,3.8,690.91,363.0,21.0734375
40114,2000,Ahmednagar,KHARIF SORGHUM,0.8,0.7,875.0,363.0,21.0734375
40117,2000,Ahmednagar,PEARL MILLET,326.1,187.3,574.36,363.0,21.0734375
40118,2000,Ahmednagar,MAIZE,21.0,20.6,980.95,363.0,21.0734375
40119,2000,Ahmednagar,FINGER MILLET,4.8,4.3,895.83,363.0,21.0734375
40122,2000,Ahmednagar,PIGEONPEA,19.1,9.4,492.15,363.0,21.0734375
40123,2000,Ahmednagar,MINOR PULSES,42.5,16.8,395.29,363.0,21.0734375
40124,2000,Ahmednagar,GROUNDNUT,17.8,24.4,1370.79,363.0,21.0734375
40125,2000,Ahmednagar,SESAMUM,1.5,0.3,200.0,363.0,21.0734375
40130,2000,Ahmednagar,SUNFLOWER,18.5,9.4,508.11,363.0,21.0734375
40131,2000,Ahmednagar,SOYABEAN,7.2,6.2,861.11,363.0,21.0734375
40132,2000,Ahmednagar,OILSEEDS,79.6,56.0,703.52,363.0,21.0734375
40133,2000,Ahmednagar,SUGARCANE,67.1,516.39,7695.83,363.0,21.0734375
40134,2000,Ahmednagar,COTTON,15.7,4.35,277.07,363.0,21.0734375
23460,2000,Akola,RICE,2.0,0.8,400.0,426.2,22.85
23462,2000,Akola,KHARIF SORGHUM,152.9,222.4,1454.55,426.2,22.85
23465,2000,Akola,PEARL MILLET,5.0,3.0,600.0,426.2,22.85
23466,2000,Akola,MAIZE,0.3,0.3,1000.0,426.2,22.85
23467,2000,Akola,FINGER MILLET,0.0,0.0,0.0,426.2,22.85
23470,2000,Akola,PIGEONPEA,88.1,67.4,765.04,426.2,22.85
23471,2000,Akola,MINOR PULSES,213.3,88.7,415.85,426.2,22.85
23472,2000,Akola,GROUNDNUT,2.5,1.6,640.0,426.2,22.85
23473,2000,Akola,SESAMUM,7.3,1.7,232.88,426.2,22.85
23478,2000,Akola,SUNFLOWER,10.8,6.2,574.07,426.2,22.85
23479,2000,Akola,SOYABEAN,110.8,118.1,1065.88,426.2,22.85
23480,2000,Akola,OILSEEDS,143.9,131.7,915.22,426.2,22.85
23481,2000,Akola,SUGARCANE,3.4,23.57,6932.35,426.2,22.85
23482,2000,Akola,COTTON,333.5,35.54,106.57,426.2,22.85
54464,2000,Akola,RICE,2.0,0.8,400.0,426.2,22.85
54466,2000,Akola,KHARIF SORGHUM,152.9,222.4,1454.55,426.2,22.85
54469,2000,Akola,PEARL MILLET,5.0,3.0,600.0,426.2,22.85
54470,2000,Akola,MAIZE,0.3,0.3,1000.0,426.2,22.85
54471,2000,Akola,FINGER MILLET,0.0,0.0,0.0,426.2,22.85
54474,2000,Akola,PIGEONPEA,88.1,67.4,765.04,426.2,22.85
54475,2000,Akola,MINOR PULSES,213.3,88.7,415.85,426.2,22.85
54476,2000,Akola,GROUNDNUT,2.5,1.6,640.0,426.2,22.85
54477,2000,Akola,SESAMUM,7.3,1.7,232.88,426.2,22.85
54482,2000,Akola,SUNFLOWER,10.8,6.2,574.07,426.2,22.85
54483,2000,Akola,SOYABEAN,110.8,118.1,1065.88,426.2,22.85
54484,2000,Akola,OILSEEDS,143.9,131.7,915.22,426.2,22.85
54485,2000,Akola,SUGARCANE,3.4,23.57,6932.35,426.2,22.85
54486,2000,Akola,COTTON,333.5,35.54,106.57,426.2,22.85
24656,2000,Amarawati,RICE,8.9,4.4,494.38,674.3,22.25
24658,2000,Amarawati,KHARIF SORGHUM,118.7,170.1,1433.02,674.3,22.25
24661,2000,Amarawati,PEARL MILLET,0.9,0.5,555.56,674.3,22.25
24662,2000,Amarawati,MAIZE,0.9,0.9,1000.0,674.3,22.25
